1	0.00207462	-0.419639	-0.0536541	frontal
2	0.00240987	-0.418591	-0.0573037	frontal
3	0.00177187	-0.304735	0.0133586	frontal
4	0.0056635	-0.304458	0.0133145	frontal
5	0.00504925	-0.305655	0.00675838	frontal
6	0.00157387	-0.306005	0.0070385	frontal
7	0.00177025	-0.306507	0.018342	frontal
8	0.00553863	-0.306082	0.0188312	frontal
9	0.0014265	-0.30923	0.0230394	frontal
10	0.004254	-0.309137	0.0238525	frontal
11	0.0106371	-0.419695	-0.0505639	frontal
12	0.00682988	-0.420412	-0.0493891	frontal
13	0.00813925	-0.419504	-0.0528311	frontal
14	0.002464	-0.422693	-0.0304095	frontal
15	0.00243675	-0.422641	-0.0351126	frontal
16	0.0116101	-0.42071	-0.0445855	frontal
17	0.00696125	-0.421311	-0.0449656	frontal
18	0.0131799	-0.41972	-0.0479575	frontal
19	0.0117468	-0.421266	-0.0400238	frontal
20	0.00705688	-0.42205	-0.0400706	frontal
21	0.00725063	-0.422347	-0.0351826	frontal
22	0.0120845	-0.421565	-0.0352156	frontal
23	0.00726525	-0.422406	-0.0305733	frontal
24	0.012094	-0.421645	-0.0306859	frontal
25	0.007234	-0.422356	-0.0259968	frontal
26	0.0121317	-0.421697	-0.0259461	frontal
27	0.00726912	-0.422426	-0.0211215	frontal
28	0.0123708	-0.421837	-0.0207321	frontal
29	0.0122879	-0.421646	-0.0159515	frontal
30	0.00710488	-0.422455	-0.016233	frontal
31	0.0120495	-0.421427	-0.0115374	frontal
32	0.006923	-0.422133	-0.0113185	frontal
33	0.0116974	-0.421555	-0.00678013	frontal
34	0.00682588	-0.421944	-0.0063955	frontal
35	0.0113256	-0.421032	-0.00165375	frontal
36	0.00664988	-0.421466	-0.00140837	frontal
37	0.011034	-0.419974	0.0029935	frontal
38	0.0064755	-0.420235	0.00366475	frontal
39	0.00934063	-0.418725	0.00915588	frontal
40	0.00591975	-0.41918	0.0077845	frontal
41	0.0121583	-0.419068	0.0064755	frontal
42	0.00623875	-0.418061	0.0113811	frontal
43	0.00995313	-0.414364	-0.0703751	frontal
44	0.00672075	-0.415268	-0.0690181	frontal
45	0.00662375	-0.413549	-0.0725904	frontal
46	0.0123428	-0.416105	-0.0641337	frontal
47	0.00741425	-0.416733	-0.0644898	frontal
48	0.0132021	-0.414743	-0.0680971	frontal
49	0.0124873	-0.417107	-0.0597936	frontal
50	0.00789088	-0.41766	-0.0601298	frontal
51	0.0131458	-0.417973	-0.0555945	frontal
52	0.00895188	-0.4185	-0.0561871	frontal
53	0.0140953	-0.418705	-0.0512791	frontal
54	0.0129745	-0.417861	0.0101501	frontal
55	0.0119605	-0.416167	0.014245	frontal
56	0.00686325	-0.416331	0.0149648	frontal
57	0.00986675	-0.41414	0.0193156	frontal
58	0.00623887	-0.414864	0.0180824	frontal
59	0.0129114	-0.414471	0.0172246	frontal
60	0.00657038	-0.413406	0.0210653	frontal
61	0.0113771	-0.409832	-0.0792125	frontal
62	0.006784	-0.410156	-0.0791963	frontal
63	0.00685275	-0.408273	-0.0825894	frontal
64	0.0117525	-0.408076	-0.0821946	frontal
65	0.0120179	-0.411575	-0.0756639	frontal
66	0.00701063	-0.411814	-0.0757254	frontal
67	0.0131355	-0.413295	-0.0717256	frontal
68	0.0135965	-0.412712	0.0203366	frontal
69	0.00720738	-0.411338	0.0245131	frontal
70	0.0122514	-0.410749	0.0241219	frontal
71	0.007057	-0.408636	0.0279621	frontal
72	0.0120693	-0.408254	0.0273899	frontal
73	0.007009	-0.406068	-0.0858428	frontal
74	0.0122012	-0.405869	-0.0853759	frontal
